v1,v2,v3_cleaned,key_column
ham,I'm leaving my house now...,i m leaving my house now,leaving house
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of me are you missing me,hello love get interview today happy good boy think missing
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement you have a new years delivery waiting for you please call now to arrange delivery,customer service annoncement new years delivery waiting please call arrange delivery
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim,winner u specially selected 2 receive 1000 cash 4 holiday flights inc speak live operator 2 claim
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep yourself safe for me because i need you and i miss you already and i envy everyone that see s you in real life,keep safe need miss already envy everyone see real life
ham,New car and house for my parents.:)i have only new job in hand:),new car and house for my parents i have only new job in hand,new car house parents new job hand
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,i m so in love with you i m excited each day i spend with you you make me so happy,love excited day spend make happy
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pls stop bootydelious 32 f is inviting you to be her friend reply yes 434 or no 434 see her stop send stop frnd to 62468,pls stop bootydelious 32 f inviting friend reply yes 434 434 see stop send stop frnd 62468
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",bangbabes ur order is on the way u should receive a service msg 2 download ur content if u do not goto wap bangb tv on ur mobile internet service menu,bangbabes ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internet service menu
ham,I place all ur points on e cultures module already.,i place all ur points on e cultures module already,place ur points e cultures module already
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call claim code s89 valid 12hrs only,urgent trying contact last weekends draw shows 900 prize guaranteed call claim code s89 valid 12hrs
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",hi frnd which is best way to avoid missunderstding wit our beloved one s,hi frnd best way avoid missunderstding wit beloved one
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,great escape i fancy the bridge but needs her lager see you tomo,great escape fancy bridge needs lager see tomo
ham,Yes :)it completely in out of form:)clark also utter waste.,yes it completely in out of form clark also utter waste,yes completely form clark also utter waste
ham,"Sir, I need AXIS BANK account no and bank address.",sir i need axis bank account no and bank address,sir need axis bank account bank address
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",hmmm thk sure got time to hop ard ya can go 4 free abt muz call u to discuss liao,hmmm thk sure got time hop ard ya go 4 free abt muz call u discuss liao
ham,What time you coming down later? ,what time you coming down later,time coming later
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m,bloody hell cant believe forgot surname mr ill give u clue spanish begins
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",well i m gonna finish my bath now have a good fine night,well gonna finish bath good fine night
ham,Let me know when you've got the money so carlos can make the call,let me know when you ve got the money so carlos can make the call,let know got money carlos make call
ham,U still going to the mall?,u still going to the mall,u still going mall
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns out my friends are staying for the whole show and won t be back til lt gt so feel free to go ahead and smoke that lt gt worth,turns friends staying whole show back til lt gt feel free go ahead smoke lt gt worth
ham,Text her. If she doesnt reply let me know so i can have her log in,text her if she doesnt reply let me know so i can have her log in,text doesnt reply let know log
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,hi spoke maneesha v like know satisfied experience reply toll free yes
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend,lifted hopes offer money need especially end month approaches hurts studying anyways gr8 weekend
ham,Lol no. U can trust me.,lol no u can trust me,lol u trust
ham,ok. I am a gentleman and will treat you with dignity and respect.,ok i am a gentleman and will treat you with dignity and respect,ok gentleman treat dignity respect
ham,"He will, you guys close?",he will you guys close,guys close
ham,Going on nothing great.bye,going on nothing great bye,going nothing great bye
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsome are you finding that job not being lazy working towards getting back that net for mummy where s my boytoy now does he miss me,hello handsome finding job lazy working towards getting back net mummy boytoy miss
ham,"Haha awesome, be there in a minute",haha awesome be there in a minute,haha awesome minute
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call our customer service representative on freephone between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,please call customer service representative freephone 9am 11pm guaranteed 1000 cash 5000 prize
ham,Have you got Xmas radio times. If not i will get it now,have you got xmas radio times if not i will get it now,got xmas radio times get
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,i jus reached home i go bathe first but my sis using net tell u when she finishes k,jus reached home go bathe first sis using net tell u finishes k
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,are you unique enough find out from 30th august,unique enough find 30th august
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,i m sorry i ve joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,sorry joined league people dont keep touch mean great deal friend times even great personal cost great week
ham,Hi :)finally i completed the course:),hi finally i completed the course,hi finally completed course
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,stop however suggest stays someone able give ors every stool
